Authors,Title,Year,Source,ArticleURL,DOI,Cites,capture.READER_COUNT_plumx,citation.Scopus_plumx,citation.CrossRef_plumx,citation.Academic Citation Index (ACI) - airiti_plumx,citation.PubMed_plumx,mention.ABSTRACT_VIEWS_plumx,mention.DOWNLOAD_COUNT_plumx,mention.FULL_TEXT_VIEWS_plumx,capture.EXPORTS_SAVES_plumx,readers.citeulike_altmetrics,readers.mendeley_altmetrics,readers.connotea_altmetrics,readers_count_altmetrics,cited_by_posts_count_altmetrics,cited_by_accounts_count_altmetrics,cited_by_tweeters_count_altmetrics,mention.FACEBOOK_COUNT_plumx,cited_by_fbwalls_count_altmetrics,cited_by_videos_count_altmetrics,cited_by_feeds_count_altmetrics,cited_by_linkedin_count_altmetrics,cited_by_weibo_count_altmetrics,cited_by_msm_count_altmetrics,mention.NEWS_COUNT_plumx,cited_by_patents_count_altmetrics,citation.Patent Families_plumx,citation.Policy Citation_plumx,cited_by_policies_count_altmetrics,impact_factor,cited_by_wikipedia_count_altmetrics,Bibliometrics_avg,Social Media_avg,News Media_avg,Patents_avg,Policies_avg,Journal Impact Factor_avg,Misc._avg,Bibliometrics_pct,Social Media_pct,News Media_pct,Patents_pct,Policies_pct,Journal Impact Factor_pct,Misc._pct,composite_score,composite_index_pct
"Caitlin Ryan, Russell B. Toomey, Rafael M. Diaz, Stephen T. Russell",Parent-Initiated Sexual Orientation Change Efforts With LGBT Adolescents: Implications for Young Adult Mental Health and Adjustment,2018,Journal of Homosexuality,http://dx.doi.org/10.1080/00918369.2018.1538407,10.1080/00918369.2018.1538407,0.97646,0.99264,0.9783,0.95056,0.49048,0.98,0.47692,0.48884,0.4994,0.4999,0.48702,0.99418,0.49746,0.99426,0.99916,0.99904,0.9982,0.99528,0.98182,0.99918,0.99772,0.49996,0.5,0.9993,0.99968,0.46002,0.48984,0.9996,0.9947,0.78068,0.99882,0.7176892307692307,0.8533514285714286,0.99949,0.47492999999999996,0.99715,0.78068,0.9985733333333334,0.98196,0.99964,0.99956,0.45966,0.99892,0.78068,0.99988,0.925786,0.99756
"David G. Sirmon, Michael A. Hitt, R. Duane Ireland, Brett Anitra Gilbert",Resource Orchestration to Create Competitive Advantage,2010,Journal of Management,http://dx.doi.org/10.1177/0149206310385695,10.1177/0149206310385695,0.99802,0.9993,0.99882,0.99838,0.98742,0.3452,0.47692,0.48884,0.4994,0.4999,0.9853,0.99938,0.49746,0.99938,0.8618,0.85596,0.8357,0.95264,0.96434,0.49776,0.48296,0.49996,0.5,0.47926,0.9492,0.46002,0.48984,0.98788,0.98078,0.85652,0.9876,0.7519769230769231,0.7814857142857142,0.71423,0.47492999999999996,0.9843299999999999,0.85652,0.6561066666666667,0.9935,0.9903,0.93204,0.45966,0.99084,0.85652,0.97198,0.925459,0.9975
"David G. Sirmon, Michael A. Hitt, R. Duane Ireland, Brett Anitra Gilbert",Resource Orchestration to Create Competitive Advantage,2010,Journal of Management,http://dx.doi.org/10.1177/0149206310385695,10.1177/0149206310385695,0.99802,0.9993,0.99882,0.99838,0.98742,0.3452,0.47692,0.48884,0.4994,0.4999,0.9853,0.99938,0.49746,0.99938,0.8618,0.85596,0.8357,0.95264,0.96434,0.49776,0.48296,0.49996,0.5,0.47926,0.9492,0.46002,0.48984,0.98788,0.98078,0.85652,0.9876,0.7519769230769231,0.7814857142857142,0.71423,0.47492999999999996,0.9843299999999999,0.85652,0.6561066666666667,0.9935,0.9903,0.93204,0.45966,0.99084,0.85652,0.97198,0.925459,0.9975
"Astrid Spannhoff, Yong Kee Kim, Noel J ‐M Raynal, Vazganush Gharibyan, Ming‐Bo Su, Yue‐Yang Zhou, Jia Li, Sabrina Castellano, Gianluca Sbardella, Jean‐Pierre J Issa, Mark T Bedford",Histone deacetylase inhibitor activity in royal jelly might facilitate caste switching in bees,2011,EMBO reports,http://dx.doi.org/10.1038/embor.2011.9,10.1038/embor.2011.9,0.96684,0.96924,0.96574,0.97436,0.49048,0.9838,0.47692,0.48884,0.4994,0.4999,0.48702,0.97516,0.99994,0.9754,0.98112,0.97712,0.8873,0.94036,0.481,0.99664,0.99312,0.49996,0.5,0.99624,0.99696,0.96388,0.48984,0.45314,0.48278,0.81574,0.97854,0.7527846153846153,0.7524085714285713,0.9965999999999999,0.72686,0.46796,0.81574,0.9894333333333334,0.99376,0.974,0.99698,0.95612,0.4492,0.81574,0.99956,0.925275,0.99744
"Arnold Schecter, Matthew Lorber, Ying Guo, Qian Wu, Se Hun Yun, Kurunthachalam Kannan, Madeline Hommel, Nadia Imran, Linda S. Hynan, Dunlei Cheng, Justin A. Colacino, Linda S. Birnbaum",Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,Environmental Health Perspectives,http://dx.doi.org/10.1289/ehp.1206367,10.1289/ehp.1206367,0.99,0.95988,0.98904,0.9914,0.49048,0.99188,0.47692,0.48884,0.4994,0.4999,0.48702,0.96896,0.49746,0.96896,0.9294,0.93096,0.88434,0.97848,0.481,0.99692,0.48296,0.49996,0.5,0.9834,0.97308,0.46002,0.48984,0.99714,0.9992,0.89984,0.484,0.7161646153846154,0.7434485714285713,0.97824,0.47492999999999996,0.99817,0.89984,0.6546266666666667,0.98092,0.96852,0.98846,0.45966,0.9992,0.89984,0.96268,0.92517,0.9974
"Anthony C. Klotz, Keith M. Hmieleski, Bret H. Bradley, Lowell W. Busenitz",New Venture Teams,2013,Journal of Management,http://dx.doi.org/10.1177/0149206313493325,10.1177/0149206313493325,0.99304,0.99888,0.995,0.99484,0.9903,0.3452,0.47692,0.48884,0.4994,0.4999,0.9896,0.9986,0.49746,0.99864,0.96848,0.9575,0.95368,0.46874,0.481,0.49776,0.97564,0.49996,0.5,0.9834,0.97836,0.46002,0.48984,0.98882,0.98568,0.88828,0.484,0.7518138461538462,0.6899085714285713,0.98088,0.47492999999999996,0.98725,0.88828,0.6524666666666666,0.99336,0.92124,0.99014,0.45966,0.99282,0.88828,0.95196,0.925078,0.99736
"Alex R. Hoffmaster, Karen K. Hill, Jay E. Gee, Chung K. Marston, Barun K. De, Tanja Popovic, David Sue, Patricia P. Wilkins, Swati B. Avashia, Rahsaan Drumgoole, Charles H. Helma, Lawrence O. Ticknor, Richard T. Okinaka, Paul J. Jackson",Characterization of <i>Bacillus cereus</i> Isolates Associated with Fatal Pneumonias: Strains Are Closely Related to <i>Bacillus anthracis</i> and Harbor <i>B. anthracis</i> Virulence Genes,2006,Journal of Clinical Microbiology,http://dx.doi.org/10.1128/jcm.00561-06,10.1128/jcm.00561-06,0.96474,0.8185,0.96176,0.96544,0.49048,0.99022,0.47692,0.48884,0.4994,0.4999,0.98028,0.87826,0.49746,0.87944,0.834,0.8393,0.39468,0.95516,0.481,0.49776,0.48296,0.49996,0.5,0.96112,0.47158,0.97954,0.48984,0.96246,0.48278,0.75242,0.484,0.725146153846154,0.6434428571428571,0.71635,0.73469,0.72262,0.75242,0.48824,0.98644,0.85196,0.93536,0.96854,0.95036,0.75242,0.46854,0.9248900000000001,0.99732
"Christel Chehoud, Anatoly Dryga, Young Hwang, Dorottya Nagy-Szakal, Emily B. Hollister, Ruth Ann Luna, James Versalovic, Richard Kellermayer, Frederic D. Bushman",Transfer of Viral Communities between Human Individuals during Fecal Microbiota Transplantation,2016,mBio,http://dx.doi.org/10.1128/mbio.00322-16,10.1128/mbio.00322-16,0.95902,0.98592,0.9539,0.95288,0.49048,0.99336,0.47692,0.48884,0.4994,0.4999,0.48702,0.9819,0.49746,0.98178,0.98848,0.98956,0.98762,0.97008,0.97554,0.49776,0.99594,0.49996,0.5,0.98938,0.97166,0.97726,0.99848,0.45314,0.48278,0.84948,0.484,0.7145969230769231,0.8444628571428571,0.9805200000000001,0.98787,0.46796,0.84948,0.6592333333333333,0.97984,0.9978,0.98996,0.99318,0.4492,0.84948,0.98768,0.924792,0.99728
"William B. Liechty, David R. Kryscio, Brandon V. Slaughter, Nicholas A. Peppas",Polymers for Drug Delivery Systems,2010,Annual Review of Chemical and Biomolecular Engineering,http://dx.doi.org/10.1146/annurev-chembioeng-073009-100847,10.1146/annurev-chembioeng-073009-100847,0.99876,0.99952,0.99872,0.99788,0.49048,0.99912,0.47692,0.48884,0.4994,0.4999,0.48702,0.99956,0.49746,0.99956,0.95318,0.9552,0.87178,0.9636,0.96434,0.99658,0.48296,0.49996,0.5,0.96274,0.9492,0.99762,0.9982,0.45314,0.48278,0.82802,0.484,0.7257215384615384,0.8154371428571429,0.95597,0.99791,0.46796,0.82802,0.6545133333333334,0.9866,0.99312,0.97536,0.99956,0.4492,0.82802,0.96252,0.924551,0.99724
"Linhan Lin, Xiaolei Peng, Zhangming Mao, Wei Li, Maruthi N. Yogeesh, Bharath Bangalore Rajeeva, Evan P. Perillo, Andrew K. Dunn, Deji Akinwande, Yuebing Zheng",Bubble-Pen Lithography,2015,Nano Letters,http://dx.doi.org/10.1021/acs.nanolett.5b04524,10.1021/acs.nanolett.5b04524,0.98462,0.96628,0.984,0.98454,0.49048,0.98212,0.47692,0.48884,0.4994,0.4999,0.48702,0.97318,0.49746,0.97314,0.95754,0.96236,0.9054,0.95434,0.97214,0.49776,0.98786,0.49996,0.5,0.99262,0.9703,0.97436,0.48984,0.45314,0.48278,0.91368,0.484,0.7156369230769232,0.8216771428571429,0.98146,0.7321,0.46796,0.91368,0.65654,0.98052,0.9936,0.99044,0.96458,0.4492,0.91368,0.97458,0.924455,0.9972
"Shaun Pichler, Janell L. Blazovich, Kirsten A. Cook, Janet M. Huston, William R. Strawser",Do LGBT‐supportive corporate policies enhance firm performance?,2017,Human Resource Management,http://dx.doi.org/10.1002/hrm.21831,10.1002/hrm.21831,0.97116,0.9875,0.9535,0.96636,0.49048,0.3452,0.98904,0.99868,0.4994,0.4999,0.48702,0.98914,0.49746,0.98914,0.97242,0.97638,0.8357,0.46874,0.481,0.49776,0.99054,0.49996,0.5,0.99658,0.9964,0.46002,0.48984,0.98788,0.9928,0.89056,0.484,0.7456015384615385,0.6763142857142856,0.99649,0.47492999999999996,0.99034,0.89056,0.6574333333333333,0.99152,0.89992,0.99688,0.45966,0.99444,0.89056,0.97922,0.924339,0.99716
"Rick O. Gilmore, Michele T. Diaz, Brad A. Wyble, Tal Yarkoni","Progress toward openness, transparency, and reproducibility in cognitive neuroscience",2017,Annals of the New York Academy of Sciences,http://dx.doi.org/10.1111/nyas.13325,10.1111/nyas.13325,0.95154,0.97652,0.93252,0.95558,0.49048,0.9742,0.47692,0.48884,0.4994,0.4999,0.99878,0.98148,0.49746,0.9817,0.99012,0.99124,0.99262,0.46874,0.99038,0.49776,0.98244,0.49996,0.5,0.47926,0.95964,0.46002,0.48984,0.9578,0.9928,0.83728,0.484,0.7502907692307692,0.7761514285714285,0.71945,0.47492999999999996,0.9753000000000001,0.83728,0.6547333333333333,0.99284,0.98792,0.942,0.45966,0.98578,0.83728,0.96426,0.9240329999999999,0.99712
"Ye Shi, Ming Wang, Chongbo Ma, Yaqun Wang, Xiaopeng Li, Guihua Yu",A Conductive Self-Healing Hybrid Gel Enabled by Metal–Ligand Supramolecule and Nanostructured Conductive Polymer,2015,Nano Letters,http://dx.doi.org/10.1021/acs.nanolett.5b03069,10.1021/acs.nanolett.5b03069,0.99596,0.98684,0.99508,0.99608,0.49048,0.98276,0.47692,0.48884,0.4994,0.4999,0.48702,0.98892,0.49746,0.98892,0.95334,0.9568,0.87934,0.97132,0.97214,0.49776,0.98786,0.49996,0.5,0.99072,0.95534,0.95446,0.48984,0.45314,0.48278,0.91368,0.484,0.7214323076923077,0.8189857142857143,0.9730300000000001,0.72215,0.46796,0.91368,0.65654,0.98392,0.9934,0.98468,0.94822,0.4492,0.91368,0.97458,0.923923,0.99708
"Sanjay G. Revankar, Deanna A. Sutton",Melanized Fungi in Human Disease,2010,Clinical Microbiology Reviews,http://dx.doi.org/10.1128/cmr.00019-10,10.1128/cmr.00019-10,0.99276,0.9721,0.99268,0.99456,0.49048,0.99784,0.47692,0.48884,0.4994,0.4999,0.48702,0.97914,0.49746,0.97904,0.92198,0.92454,0.90604,0.95788,0.481,0.49776,0.97216,0.49996,0.5,0.47926,0.47158,0.94158,0.48984,0.97972,0.98078,0.93076,0.99182,0.7196446153846152,0.7416285714285714,0.47542,0.71571,0.9802500000000001,0.93076,0.8205800000000001,0.98308,0.96704,0.46408,0.93816,0.98878,0.93076,0.9958,0.923674,0.99704
"Susan E. Carozza, Bo Li, Kai Elgethun, Ryan Whitworth",Risk of Childhood Cancers Associated with Residence in Agriculturally Intense Areas in the United States,2008,Environmental Health Perspectives,http://dx.doi.org/10.1289/ehp.9967,10.1289/ehp.9967,0.75958,0.75874,0.78022,0.7925,0.49048,0.91652,0.47692,0.48884,0.4994,0.4999,0.48702,0.84906,0.49746,0.84906,0.87582,0.86796,0.79746,0.9678,0.481,0.49776,0.97046,0.49996,0.5,0.96174,0.47158,0.97726,0.48984,0.98592,0.97766,0.84834,0.484,0.6450861538461539,0.7128571428571429,0.7166600000000001,0.73355,0.9817899999999999,0.84834,0.65074,0.89908,0.9518,0.9361,0.96686,0.98968,0.84834,0.94326,0.923564,0.997
"Richard A. Posthuma, Michael A. Campion","Age Stereotypes in the Workplace: Common Stereotypes, Moderators, and Future Research Directions†",2007,Journal of Management,http://dx.doi.org/10.1177/0149206308318617,10.1177/0149206308318617,0.99492,0.9948,0.99548,0.996,0.98528,0.3452,0.47692,0.48884,0.4994,0.4999,0.98136,0.99556,0.49746,0.99564,0.9611,0.95572,0.92332,0.46874,0.481,0.49776,0.98826,0.49996,0.5,0.98142,0.97236,0.46002,0.48984,0.99992,0.99972,0.82844,0.9741,0.7501415384615384,0.6842628571428572,0.97689,0.47492999999999996,0.99982,0.82844,0.82004,0.99276,0.91136,0.98808,0.45966,1.0,0.82844,0.9956,0.9234919999999999,0.99696
"M. R. Delgado, D. Hirtz, M. Aisen, S. Ashwal, D. L. Fehlings, J. McLaughlin, L. A. Morrison, M. W. Shrader, A. Tilton, J. Vargus-Adams",Practice Parameter: Pharmacologic treatment of spasticity in children and adolescents with cerebral palsy (an evidence-based review),2010,Neurology,http://dx.doi.org/10.1212/wnl.0b013e3181cbcd2f,10.1212/wnl.0b013e3181cbcd2f,0.97716,0.98356,0.97916,0.98202,0.49048,0.98264,0.47692,0.48884,0.4994,0.4999,0.48702,0.98224,0.49746,0.98216,0.92198,0.92618,0.80024,0.96014,0.96434,0.49776,0.48296,0.49996,0.5,0.47926,0.47158,0.99328,0.48984,0.9954,0.9928,0.82954,0.97746,0.7178307692307692,0.7961199999999999,0.47542,0.74156,0.9941,0.82954,0.6527266666666667,0.98208,0.99128,0.46408,0.97688,0.99684,0.82954,0.95324,0.923087,0.99692
"John B. Goodenough, Youngsik Kim",Challenges for Rechargeable Li Batteries,2009,Chemistry of Materials,http://dx.doi.org/10.1021/cm901452z,10.1021/cm901452z,0.99998,0.99994,0.99998,0.99998,0.49048,0.3452,0.47692,0.48884,0.4994,0.4999,0.99516,0.99994,0.49746,0.99994,0.97994,0.98186,0.95558,0.94462,0.96376,0.49776,0.48296,0.49996,0.5,0.97066,0.96814,0.99862,0.98952,0.45314,0.48278,0.81094,0.9989,0.7148569230769232,0.8322457142857143,0.9694,0.99407,0.46796,0.81094,0.6598733333333334,0.97998,0.99554,0.98186,0.99762,0.4492,0.81094,0.99206,0.9225619999999999,0.99686
"John B. Goodenough, Youngsik Kim",Challenges for Rechargeable Li Batteries,2009,Chemistry of Materials,http://dx.doi.org/10.1021/cm901452z,10.1021/cm901452z,0.99998,0.99994,0.99998,0.99998,0.49048,0.3452,0.47692,0.48884,0.4994,0.4999,0.99516,0.99994,0.49746,0.99994,0.97994,0.98186,0.95558,0.94462,0.96376,0.49776,0.48296,0.49996,0.5,0.97066,0.96814,0.99862,0.98952,0.45314,0.48278,0.81094,0.9989,0.7148569230769232,0.8322457142857143,0.9694,0.99407,0.46796,0.81094,0.6598733333333334,0.97998,0.99554,0.98186,0.99762,0.4492,0.81094,0.99206,0.9225619999999999,0.99686
"Ryan Krause, Matthew Semadeni, Albert A. Cannella",CEO Duality,2013,Journal of Management,http://dx.doi.org/10.1177/0149206313503013,10.1177/0149206313503013,0.99256,0.99732,0.99262,0.9942,0.9903,0.3452,0.47692,0.48884,0.4994,0.4999,0.9896,0.99712,0.49746,0.99716,0.9611,0.93096,0.9231,0.46874,0.96734,0.49776,0.97564,0.49996,0.5,0.97392,0.96304,0.46002,0.48984,0.93826,0.48278,0.88828,0.484,0.7512338461538461,0.7501714285714284,0.96848,0.47492999999999996,0.71052,0.88828,0.6524666666666666,0.99312,0.97268,0.98164,0.45966,0.9257,0.88828,0.95196,0.9225400000000001,0.9968
"Nathaniel M. Lambert, Tyler F. Stillman, Joshua A. Hicks, Shanmukh Kamble, Roy F. Baumeister, Frank D. Fincham",To Belong Is to Matter,2013,Personality and Social Psychology Bulletin,http://dx.doi.org/10.1177/0146167213499186,10.1177/0146167213499186,0.99496,0.99764,0.99448,0.96822,0.49048,0.9908,0.47692,0.48884,0.4994,0.4999,0.48702,0.99736,0.49746,0.9974,0.97818,0.97992,0.9696,0.97896,0.98344,0.49776,0.99024,0.49996,0.5,0.99308,0.994,0.46002,0.48984,0.98556,0.98568,0.73218,0.484,0.7219938461538462,0.8414371428571428,0.99354,0.47492999999999996,0.9856199999999999,0.73218,0.6573333333333333,0.98456,0.99728,0.99506,0.45966,0.99178,0.73218,0.97878,0.9222059999999999,0.99676
"Clemens Scott Kruse, Priyanka Karem, Kelli Shifflett, Lokesh Vegi, Karuna Ravi, Matthew Brooks",Evaluating barriers to adopting telemedicine worldwide: A systematic review,2016,Journal of Telemedicine and Telecare,http://dx.doi.org/10.1177/1357633x16674087,10.1177/1357633x16674087,0.99948,0.9996,0.9994,0.9996,0.49048,1.0,0.47692,0.48884,0.4994,0.4999,0.48702,0.99964,0.49746,0.99964,0.97918,0.98136,0.97512,0.46874,0.481,0.49776,0.99298,0.49996,0.5,0.98938,0.9751,0.46002,0.48984,0.99968,0.99956,0.79716,0.9856,0.7259923076923076,0.6979085714285713,0.98224,0.47492999999999996,0.99962,0.79716,0.8254466666666667,0.9868,0.93424,0.99088,0.45966,0.99992,0.79716,0.99776,0.9216160000000001,0.99672
"Elizabeth A. Vandewater, David S. Bickham, June H. Lee",Time Well Spent? Relating Television Use to Children's Free-Time Activities,2006,Pediatrics,http://dx.doi.org/10.1542/peds.2005-0812,10.1542/peds.2005-0812,0.94414,0.91348,0.9539,0.95408,0.99262,0.9659,0.47692,0.48884,0.4994,0.4999,0.48702,0.93816,0.49746,0.93832,0.9406,0.94574,0.79514,0.94616,0.481,0.49776,0.97854,0.49996,0.5,0.99272,0.9944,0.46002,0.48984,0.98852,0.97462,0.75562,0.484,0.738923076923077,0.7298,0.99356,0.47492999999999996,0.98157,0.75562,0.6534333333333333,0.99004,0.96112,0.99512,0.45966,0.98952,0.75562,0.9563,0.921158,0.99668
"Patricia S. McManus, Virginia O. Stockwell, George W. Sundin, Alan L. Jones",A<scp>NTIBIOTIC</scp> U<scp>SE IN</scp> P<scp>LANT</scp> A<scp>GRICULTURE</scp>,2002,Annual Review of Phytopathology,http://dx.doi.org/10.1146/annurev.phyto.40.120301.093927,10.1146/annurev.phyto.40.120301.093927,0.99188,0.98556,0.99164,0.99012,0.49048,0.99196,0.47692,0.48884,0.4994,0.4999,0.48702,0.98752,0.49746,0.98748,0.9272,0.93096,0.83264,0.938,0.481,0.49776,0.48296,0.49996,0.5,0.47926,0.47158,0.99308,0.99278,0.9734,0.99834,0.78698,0.98146,0.7210999999999999,0.7299657142857142,0.47542,0.99293,0.98587,0.78698,0.65406,0.98372,0.9612,0.46408,0.997,0.99188,0.78698,0.96072,0.9206610000000001,0.99664
"Mark A. Fonstad, James T. Dietrich, Brittany C. Courville, Jennifer L. Jensen, Patrice E. Carbonneau",Topographic structure from motion: a new development in photogrammetric measurement,2013,Earth Surface Processes and Landforms,http://dx.doi.org/10.1002/esp.3366,10.1002/esp.3366,0.99848,0.999,0.99836,0.9988,0.49048,0.3452,0.96034,0.48884,0.4994,0.4999,0.997,0.99912,0.49746,0.99912,0.90738,0.91426,0.8697,0.94162,0.481,0.49776,0.48296,0.49996,0.5,0.9834,0.97836,0.46002,0.48984,0.99764,0.98568,0.68606,0.99008,0.7517707692307691,0.7305599999999999,0.98088,0.47492999999999996,0.99166,0.68606,0.6569333333333334,0.99332,0.96136,0.99014,0.45966,0.99542,0.68606,0.976,0.9204209999999999,0.9966
"Gray Pearson, Fred Robinson, Tara Beers Gibson, Bing-e Xu, Mahesh Karandikar, Kevin Berman, Melanie H. Cobb",Mitogen-Activated Protein (MAP) Kinase Pathways: Regulation and Physiological Functions*,2001,Endocrine Reviews,http://dx.doi.org/10.1210/edrv.22.2.0428,10.1210/edrv.22.2.0428,0.97126,0.99808,0.99956,0.99728,0.49048,0.99996,0.47692,0.48884,0.4994,0.4999,0.99932,0.99574,0.49746,0.9872,0.8951,0.89904,0.79062,0.46874,0.481,0.49776,0.97474,0.49996,0.5,0.95912,0.95168,0.96712,0.9924,0.45314,0.48278,0.9024,0.99724,0.7638569230769231,0.64778,0.9554,0.97976,0.46796,0.9024,0.8232466666666668,0.99676,0.85604,0.97512,0.98912,0.4492,0.9024,0.99696,0.9202960000000001,0.99656
"Meryl D. Stoller, Sungjin Park, Yanwu Zhu, Jinho An, Rodney S. Ruoff",Graphene-Based Ultracapacitors,2008,Nano Letters,http://dx.doi.org/10.1021/nl802558y,10.1021/nl802558y,0.99992,0.99972,0.99992,0.99992,0.49048,0.99928,0.47692,0.48884,0.4994,0.4999,0.99828,0.99976,0.99826,0.99976,0.9777,0.9816,0.79746,0.46874,0.481,0.49776,0.48296,0.49996,0.5,0.97426,0.47158,0.99972,0.99954,0.45314,0.48278,0.8408,0.99036,0.80388,0.6723514285714286,0.72292,0.99963,0.46796,0.8408,0.6570266666666668,0.99976,0.897,0.9476,0.99996,0.4492,0.8408,0.97788,0.9201899999999998,0.99652
"Erik M Quandt, Jimmy Gollihar, Zachary D Blount, Andrew D Ellington, George Georgiou, Jeffrey E Barrick",Fine-tuning citrate synthase flux potentiates and refines metabolic innovation in the Lenski evolution experiment,2015,eLife,http://dx.doi.org/10.7554/elife.09696,10.7554/elife.09696,0.94948,0.94306,0.92404,0.95096,0.49048,0.98126,0.47692,0.48884,0.4994,0.4999,0.48702,0.95634,0.49746,0.95638,0.98544,0.9828,0.9821,0.46874,0.99238,0.49776,0.9919,0.49996,0.5,0.96768,0.96596,0.95446,0.99464,0.45314,0.48278,0.8673,0.9921,0.7040046153846153,0.77306,0.96682,0.97455,0.46796,0.8673,0.8272533333333333,0.97072,0.98556,0.98038,0.98724,0.4492,0.8673,0.99832,0.9188789999999999,0.99648
"Molly E. Ireland, Richard B. Slatcher, Paul W. Eastwick, Lauren E. Scissors, Eli J. Finkel, James W. Pennebaker",Language Style Matching Predicts Relationship Initiation and Stability,2010,Psychological Science,http://dx.doi.org/10.1177/0956797610392928,10.1177/0956797610392928,0.98116,0.99116,0.98704,0.97084,0.99744,0.9733,0.47692,0.48884,0.4994,0.4999,0.99564,0.99224,0.49746,0.99224,0.96346,0.96038,0.90996,0.46874,0.481,0.49776,0.99054,0.49996,0.5,0.99172,0.96548,0.46002,0.48984,0.9714,0.48278,0.75452,0.9876,0.7971092307692308,0.6833571428571429,0.9786,0.47492999999999996,0.72709,0.75452,0.8253,0.99924,0.9105,0.98864,0.45966,0.95762,0.75452,0.99766,0.9188710000000001,0.99644
"Gita Suneja, Meredith S. Shiels, Rory Angulo, Glenn E. Copeland, Lou Gonsalves, Anne M. Hakenewerth, Kathryn E. Macomber, Sharon K. Melville, Eric A. Engels",Cancer Treatment Disparities in HIV-Infected Individuals in the United States,2014,Journal of Clinical Oncology,http://dx.doi.org/10.1200/jco.2013.54.8644,10.1200/jco.2013.54.8644,0.9611,0.88338,0.95604,0.95742,0.49048,0.99032,0.47692,0.48884,0.4994,0.4999,0.48702,0.91702,0.49746,0.91724,0.96334,0.96602,0.9486,0.46874,0.9694,0.49776,0.97718,0.49996,0.5,0.99112,0.97786,0.46002,0.48984,0.98102,0.48278,0.98576,0.484,0.6970338461538461,0.7594371428571428,0.98449,0.47492999999999996,0.7319,0.98576,0.65298,0.96492,0.97804,0.99192,0.45966,0.964,0.98576,0.95446,0.918833,0.9964
"Eve-Isabelle Pécheur, Viktoriya Borisevich, Peter Halfmann, John D. Morrey, Donald F. Smee, Mark Prichard, Chad E. Mire, Yoshihiro Kawaoka, Thomas W. Geisbert, Stephen J. Polyak",The Synthetic Antiviral Drug Arbidol Inhibits Globally Prevalent Pathogenic Viruses,2016,Journal of Virology,http://dx.doi.org/10.1128/jvi.02077-15,10.1128/jvi.02077-15,0.97836,0.96074,0.97746,0.97478,0.49048,0.98756,0.47692,0.48884,0.4994,0.4999,0.48702,0.97088,0.49746,0.97088,0.9723,0.9742,0.96866,0.98668,0.97554,0.49776,0.98924,0.49996,0.5,0.9778,0.95768,0.46002,0.48984,0.952,0.48278,0.81574,0.99866,0.7140246153846153,0.8396199999999999,0.96774,0.47492999999999996,0.71739,0.81574,0.8285533333333334,0.97936,0.99692,0.98122,0.45966,0.94096,0.81574,0.99852,0.918269,0.99636
"Hendrik Luesch, Richard E. Moore, Valerie J. Paul, Susan L. Mooberry, Thomas H. Corbett",Isolation of Dolastatin 10 from the Marine Cyanobacterium <i>Symploca</i> Species VP642 and Total Stereochemistry and Biological Evaluation of Its Analogue Symplostatin 1,2001,Journal of Natural Products,http://dx.doi.org/10.1021/np010049y,10.1021/np010049y,0.97126,0.90864,0.97424,0.9756,0.49048,0.97852,0.47692,0.48884,0.4994,0.4999,0.48702,0.93344,0.49746,0.93364,0.79788,0.80306,0.39468,0.46874,0.481,0.49776,0.96644,0.49996,0.5,0.95912,0.47158,0.94644,0.98168,0.90942,0.48278,0.53154,0.96916,0.7033923076923077,0.5636171428571429,0.7153499999999999,0.9640599999999999,0.6960999999999999,0.53154,0.81112,0.97016,0.74564,0.93362,0.9832,0.90072,0.53154,0.99328,0.917639,0.99632
"Rosa Lapalombella, Qingxiang Sun, Katie Williams, Larissa Tangeman, Shruti Jha, Yiming Zhong, Virginia Goettl, Emilia Mahoney, Caroline Berglund, Sneha Gupta, Alicia Farmer, Rajeswaran Mani, Amy J. Johnson, David Lucas, Xiaokui Mo, Dirk Daelemans, Vincent Sandanayaka, Sharon Shechter, Dilara McCauley, Sharon Shacham, Michael Kauffman, Yuh Min Chook, John C. Byrd",Selective inhibitors of nuclear export show that CRM1/XPO1 is a target in chronic lymphocytic leukemia,2012,Blood,http://dx.doi.org/10.1182/blood-2012-05-429506,10.1182/blood-2012-05-429506,0.9852,0.93984,0.98536,0.97132,0.49048,0.99762,0.47692,0.48884,0.4994,0.4999,0.48702,0.9544,0.49746,0.95432,0.96458,0.96942,0.8065,0.94092,0.481,0.49776,0.97416,0.49996,0.5,0.47926,0.96724,0.99904,0.48984,0.45314,0.48278,0.9451,0.484,0.7109907692307691,0.7374828571428571,0.72325,0.74444,0.46796,0.9451,0.6519733333333333,0.977,0.96532,0.9481,0.97992,0.4492,0.9451,0.95006,0.917512,0.99628
